corrupted,correct
CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C
O=C1O)CC1=CCC(=O)O(,O=C(O)CC1=CCC(=O)O1
O=C(O)CC1=CCC(=O)O,O=C(O)CC1=CCC(=O)O1
O=CHO)CC1=CCC(=OO1,O=C(O)CC1=CCC(=O)O1
O=C(O)C(=O2)COP(=O)(O)O,O=C(O)C(=O)COP(=O)(O)O
O=C(O)C(=O)COP(=O)(OO,O=C(O)C(=O)COP(=O)(O)O
O=C(O)C(=O)COP(O=O)(O)O,O=C(O)C(=O)COP(=O)(O)O
O=C(O)Ccccccn11,O=C(O)Cc1cccnc1
O=CnO)Ccccc(cCl1,O=C(O)Cc1cccnc1
O=((O)Cccccnc1,O=C(O)Cc1cccnc1
)C(CS(=ONO)C(=O)O,NC(CS(=O)O)C(=O)O
NCO(CS(=O)O)C=(Cl)O,NC(CS(=O)O)C(=O)O
NC(CS(=O)O)C(=O),NC(CS(=O)O)C(=O)O
O=C(O)C(=O)CS(=O),O=C(O)C(=O)CS(=O)O
OC=(O)C(=O)CS(=O)O,O=C(O)C(=O)CS(=O)O
O=C([O-])C(=O)C(O)COP(=O)(O),O=C([O-])C(=O)C(O)COP(=O)(O)O
O=C([O-])C(=O)C(O)COP2(=O)(O)O,O=C([O-])C(=O)C(O)COP(=O)(O)O
O=C([O-])C(=O)C(O)COP(=O((O)O,O=C([O-])C(=O)C(O)COP(=O)(O)O
O=C(O)CCCc1cccnc,O=C(O)CCCc1cccnc1
OCC(O)=CCc1cccnc1,O=C(O)CCCc1cccnc1
NC1COC(OP(=O)(O)O)C(O)C1,NC1COC(OP(=O)(O)O)C(O)C1O
NC1COC(OP(=O)(O)O)C(O)CSBrO,NC1COC(OP(=O)(O)O)C(O)C1O
Nc1n([nH]c1C(=SO)O,Nc1nc[nH]c1C(=O)O
Nc1Clnc[nH]c1C(=O)O,Nc1nc[nH]c1C(=O)O
Nc1nc[nH]c1C(=O),Nc1nc[nH]c1C(=O)O
NCCCC=H,NCCCC=O
NCCCC=,NCCCC=O
1NCCCC=,NCCCC=O
O=C(O)C=C1C=CC(=O)O,O=C(O)C=C1C=CC(=O)O1
O=C(O)CPC1C=CC(=O)O1,O=C(O)C=C1C=CC(=O)O1
O=C(O)C=C1C=1C(=O)OC,O=C(O)C=C1C=CC(=O)O1
O=C(O)C=CC(=O)CC(=O)CC(=O),O=C(O)C=CC(=O)CC(=O)CC(=O)O
O=C(O)C=CC(=O)CC(=SO)CC(=O1O,O=C(O)C=CC(=O)CC(=O)CC(=O)O
NC(=O)CCCN=C(N),NC(=O)CCCN=C(N)N
NC(=O)CBrCCN=(N)N,NC(=O)CCCN=C(N)N
NC(=O)CC(N=CCN)N,NC(=O)CCCN=C(N)N
CC(O)CC(=O)C(=O),CC(O)CC(=O)C(=O)O
CC(O)CC(==O)C(=O)O,CC(O)CC(=O)C(=O)O
CC(OCC(=O)C(=O)O,CC(O)CC(=O)C(=O)O
OCNc1ccc(O)cc1,OCc1ccc(O)cc1
Oc1ccc(O)2c1,OCc1ccc(O)cc1
OCc1ccc(S)cc1,OCc1ccc(O)cc1
O=C(O)Cc1ccc(O)cc,O=C(O)Cc1ccc(O)cc1
O=C(O)Cc1cc(O)cc1,O=C(O)Cc1ccc(O)cc1
O=C(O)CCC1N=CNC1=,O=C(O)CCC1N=CNC1=O
O=C(O))CCC1N=CNC1=O,O=C(O)CCC1N=CNC1=O
CC(C)CCC=,CC(C)CCC=O
CCC)CC=CO,CC(C)CCC=O
CC(C)=CCCO,CC(C)CCC=O
O=)(O)CC(O)(CC(=O)C(=OS)O)C(=O)O,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
O=C(O)CCO()(CC(=O)C(=O)O)C(=O)O,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
O=C(O)CC(O)(CC(=O)C(=O)O)C(=O),O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
CC(C)(COP(=O)(O)O)NC(O)C(=O)NCCC(=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
CC(C)(COP(=O)(O)O)C(OP)C(=O)NCCC(=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O),CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
C[N+]()(C)CCCC=2O,C[N+](C)(C)CCCC=O
CP(C)(C)CCCC=O,C[N+](C)(C)CCCC=O
C[N+](C)(C)CCCC=,C[N+](C)(C)CCCC=O
C[N+](C)(C)C)CC(=O)O,C[N+](C)(C)CCCC(=O)O
C[N+](C)N(C)CCC(C=O)O,C[N+](C)(C)CCCC(=O)O
C[N+](C)(C)CCCC(=O),C[N+](C)(C)CCCC(=O)O
NCC(=O)CCC(=O)2O,NCC(=O)CCC(=O)O
NCC(=O)CCC(=O),NCC(=O)CCC(=O)O
CC(C)CCCC(C)C1CCC2C3C(O)CCCCC(O)CCC4(C)C3CC(O)C124,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(C)CCCS(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(OCCCC4(C)C3CC(O))12C,CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12,CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=)[nH]O(c3=O)C(O)C2O)C(O)C1O,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
(O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
Nc1n(c(=O)c2c((1)NCC(CNc1ccc(C(=O)NC(CCC(=O)C)O(=O)O)cc1)N2C=O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
Nc1nc1=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
O=1C(O)C(=O)CC(O)C())C(=O)O,O=C(O)C(=O)CC(O)C(O)C(=O)O
O=C(O)C(=1O)CC(O)C(()C(=O)O,O=C(O)C(=O)CC(O)C(O)C(=O)O
O=C(O)C(=O)CC(O)C(O)C(=O),O=C(O)C(=O)CC(O)C(O)C(=O)O
CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=,CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=O
CNCc1cn(COC(CO)C(O)C2O)c([SeH])nc1=O,CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=O
CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CSCC1OC(Brn2cnc3c(N)ncnc32)C(O)1O,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CSCC1OC(n2cnc3c(N))cnc32)C(OnC1O,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
NC1OC(COP(=O)(O)O)C(O=)C1,NC1OC(COP(=O)(O)O)C(O)C1O
C1OC(COP(=O()(O)O)C(O)C1O,NC1OC(COP(=O)(O)O)C(O)C1O
NC1OC(COP(=O)(O)O)C(O)C1,NC1OC(COP(=O)(O)O)C(O)C1O
NCC(=O)NC1OC(COP(=SO)(O)O)C(O)1O,NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O
NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1,NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O
)CC(=O)NC1OC(COP(=O)(OClO)C(O)C1O,NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O
Nc1cncn(C1OC(COP1=O)(O)OC(O)C1O,Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O
Nc1cncn1C1OC(C(P(NO)(O)O)COO)C1O,Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O
Nc1cCc(1C1OC(COP(=O)(O)O)n(O)C1O,Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O
NC(CNC=O=NC1OC(COP(=PO)(O)O)C(O)C1O,NC(CNC=O)=NC1OC(COP(=O)(O)O)C(O)C1O
NC(CNC=O)=NCOOC(COP(=O)(O)O)C(O)C1O,NC(CNC=O)=NC1OC(COP(=O)(O)O)C(O)C1O
NC(CNC=O)=C1O((COP(=O)CO)O)C(O)C1O,NC(CNC=O)=NC1OC(COP(=O)(O)O)C(O)C1O
O=C(OC(=)C(O)C(O)C(OO)CO,O=C(O)C(O)C(O)C(O)C(=O)CO
O=C(O)C(O)C(O)C(O)C(=O)C,O=C(O)C(O)C(O)C(O)C(=O)CO
O=C(O)C(O)C())C(O2C(=OOCO,O=C(O)C(O)C(O)C(O)C(=O)CO
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O),CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCCC(O)C=CC1C(OCCC=O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCCC(O)CNCC1C(O)CC(=O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
NC1=NC2NC)(C(O)C(O)COP(=O)(O)OP(=O)(OCOP(=O)(O)O)=NH2C(=O)N1,NC1=NC2NCC(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)=NC2C(=O)N1
NC1=NC2CC(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)=NC2C(=O)N1,NC1=NC2NCC(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)=NC2C(=O)N1
NC1=NC2NCC)C(O)C(O)HOP(=O)(O)OP(=O)(O)OP(=O)(O(O)=NC2C(=O)N1,NC1=NC2NCC(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)=NC2C(=O)N1
CC1(C)SC2C(N)C(=O)N2C1C(=O),CC1(C)SC2C(N)C(=O)N2C1C(=O)O
CC1(C)SC2(N)C(=O)N2C1C=(O)O,CC1(C)SC2C(N)C(=O)N2C1C(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c()ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O
CC(C)(COP2(=O)(O)OP(=O)(O)OCC1OC(n2cnc3cON)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O),CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O
[N-]=[N+]=CC(=O)CCCN()C(=O)O,[N-]=[N+]=CC(=O)CCC(N)C(=O)O
[N-]=[N+]=CC(=O)CCC(N)C(=O),[N-]=[N+]=CC(=O)CCC(N)C(=O)O
N[N+]C=C(O)CCC(N)C(=O)O,N#[N+]C=C(O)CCC(N)C(=O)O
N#[N+]C=C(O)CCCN)C(=NO)O,N#[N+]C=C(O)CCC(N)C(=O)O
N#[N+]C=C(O)CCC(N)C(=O),N#[N+]C=C(O)CCC(N)C(=O)O
CC(=O)C(=O)C1CNC2N=C(S)NC(=O)C2N1,CC(=O)C(=O)C1CNC2N=C(N)NC(=O)C2N1
CC(=O)C(=O)C1CNC2N=C(N)NC(=O)C2N,CC(=O)C(=O)C1CNC2N=C(N)NC(=O)C2N1
CC(=O)C(=O)C1CNC2N=C(N)NC=O)C2N1,CC(=O)C(=O)C1CNC2N=C(N)NC(=O)C2N1
O=P(O)(O)OCC1OC(OC2C(CO)OC(O()CO)C2O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
O=P(O)(O)OCC1OC(OC2C(C()OC(O)C(O)C2O)C(O)COO=C1O,O=P(O)(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
O=PClO)(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O),CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O
CCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O,CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O
CCCCCC=CCC((O)C=CC=CC=CC(O)CCCC(=O)O,CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O
CC(N)C(=O)CCCCCC(=O2)O,CC(N)C(=O)CCCCCC(=O)O
CC(N)C(=O)CCCCCC(=)O,CC(N)C(=O)CCCCCC(=O)O
CC(N)C(=O)CCCCCC(P=O)O,CC(N)C(=O)CCCCCC(=O)O
OC(=O)2O,CC(=O)O
(CC(=O)O,CC(=O)O
CC(=O),CC(=O)O
CC=O(,CC=O
CCl=O,CC=O
CC=,CC=O
CC(=O)C()O,CC(=O)C(C)O
CC(=O)C(C),CC(=O)C(C)O
CC()C)=O,CC(C)=O
CC(C)=,CC(C)=O
CC(=O)NC1C(NCP(=O)CC(N)C(=O)O)OC(CO)C(O)C1O,CC(=O)NC1C(NC(=O)CC(N)C(=O)O)OC(CO)C(O)C1O
CC(=O)NC1C(NC(=O)CC(N)C(=O)O)OC(CO)C(O)Cl1O,CC(=O)NC1C(NC(=O)CC(N)C(=O)O)OC(CO)C(O)C1O
CC(=O)NC1C(N1(=O)CC((CN)=O)O)OC(CO)C(O)C1O,CC(=O)NC1C(NC(=O)CC(N)C(=O)O)OC(CO)C(O)C1O
CC(=O)NC(CC2C(=O)O)C(=O)O,CC(=O)NC(CCC(=O)O)C(=O)O
C(=O)NC(CCC(=O)O)C(=O)O,CC(=O)NC(CCC(=O)O)C(=O)O
CC(=O)NC(CCC(=O)O)C(=O),CC(=O)NC(CCC(=O)O)C(=O)O
CC(O)OCC[N+](C)(C)C,CC(=O)OCC[N+](C)(C)C
C(=O)OCC[N+](C)(C)C,CC(=O)OCC[N+](C)(C)C
CC(CO)OCC[N+](C)(C)N=,CC(=O)OCC[N+](C)(C)C
CC(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1,CC(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CC(=O)OC1OC(CO)C(OC2OC(CO)C(O)C)(O)C2O)C(O)C1O,CC(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,CC(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Nc1ncc2nc[nH]c12,Nc1ncnc2nc[nH]c12
Nc1ncnBr2nc[nH]c12,Nc1ncnc2nc[nH]c12
Nc1ncnc2nc[nH]c,Nc1ncnc2nc[nH]c12
Nc1Oncnc2c1ncn2C1OC(CO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
Nc1ncnc2c1ncn2C1OC(CO1C(BrO)C)O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
Nc1(ncnc2c1ncn2C1OC(CO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
Nc1ncnc2c1Ocn2C1OC(CSCCC(N)C(=O)n)CO)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=OHO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
Nc1ncnc2c1ncn21OC(CSCCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(Br3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=OBr)(O)OCC2OC(n3cnc4C(N)ncnc43)C(O)C2O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O),O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O
O=C(O)CC(Nc1nc1nc2c1nc=2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O,O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O
OOC(OBrCCCCC(==)O,O=C(O)CCCCC(=O)O
O=CO)CCCCC(=O)O,O=C(O)CCCCC(=O)O
OBr=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(COP(=O)())OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O
Nc1ncnc2c1n=cn2C1OC(COP((O)(O)OP(=O)(O)O)C=O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)CO)C2O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O
NCCCCN=C(N),NCCCCN=C(N)N
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCClP(=O)(O)OP(=O)(O)O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCSC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O),CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
NC(=O)NC(NC(N)=O)C(=O),NC(=O)NC(NC(N)=O)C(=O)O
NC1(=1)NC(NC(N)=O)C(=O)O,NC(=O)NC(NC(N)=O)C(=O)O
NC(=O)NC(NC(N)OO)CP=O)=,NC(=O)NC(NC(N)=O)C(=O)O
NC(=O)NC1N(=O)NC1=O,NC(=O)NC1NC(=O)NC1=O
NC(=O)NC1NC(=O)NC1=,NC(=O)NC1NC(=O)NC1=O
NC=O)NC1NC(=O)NC1(O,NC(=O)NC1NC(=O)NC1=O
CC(O)C(N)C(=O),CC(O)C(N)C(=O)O
CC(O)(N)C(=O)O,CC(O)C(N)C(=O)O
CC(=O)NC1C(O)OC(CO)C(OC2OC(COC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C1,CC(=O)NC1C(O)OC(CO)C(OC2OC(COC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C1O
CCC(=O)NC1C(O)OC(CO)C(OC2OC(COC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)CO)C(O)C2O)C1O,CC(=O)NC1C(O)OC(CO)C(OC2OC(COC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C1O
CC(=O)NC1C(O)OC(CO)C(OC2OCCOC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C1O,CC(=O)NC1C(O)OC(CO)C(OC2OC(COC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C1O
Cc1cc2ncn(C3OC(1COP(=O)(O)O)C(O)C3O)c2cN1C,Cc1cc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2cc1C
Cc1cc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2cc1,Cc1cc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2cc1C
Cc1cc2ncn(C3OCC(OP(=O)(O)O)C(O)C3O)c2cc1C,Cc1cc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2cc1C
CCCCCC(O)C=CC1OC2CC(O2)C1CC=CCCCC(=O),CCCCCC(O)C=CC1OC2CC(O2)C1CC=CCCCC(=O)O
CCCCCC(OP)C=CC1OC2CC(O2)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1OC2CC(O2)C1CC=CCCCC(=O)O
CC(=O)C,CC(=O)CN
CC=(O)CN,CC(=O)CN
OC(==C)C(,CC(=O)CN
Cc1ncc(COP(=O)(O)O)c(N)n,Cc1ncc(COP(=O)(O)O)c(N)n1
Cc1ncc(COP(=O)())O)c(=NOn1,Cc1ncc(COP(=O)(O)O)c(N)n1
Cc1ncc)COP(SO)(O(O)c(N)n,Cc1ncc(COP(=O)(O)O)c(N)n1
Cc1ncc=COP(=O)(O)OP((O)(O)O)c(N)n1,Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n1
Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n,Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n1
Cc1ncc(COP(=O)(O)OP(=O)()O)c(N)n1,Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n1
,N
C,N
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
Nc1ncnc21ncn2C1OC(COP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O
Nc1ccccc1C(=O),Nc1ccccc1C(=O)O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O
Nc1ncnc2c1ncnC1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O
Nc1ncOc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)OBr)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O
ONC1COC(OC(O)C1O,OC1COC(O)C(O)C1O
OC1CO((O)CCO)C1O,OC1COC(O)C(O)C1O
OC1COC(=O)(O)C1O,OC1COC(O)C(O)C1O
O=CC(O)C2O)C(O)COP(=O)(O)O,O=CC(O)C(O)C(O)COP(=O)(O)O
O=CC(O)C(O)C(O)COP(=O)(CO)O,O=CC(O)C(O)C(O)COP(=O)(O)O
O=CC(O)C(O)C(O)COP(=O)(O),O=CC(O)C(O)C(O)COP(=O)(O)O
CCCCC=CCC=CCCCCCC=CCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
CCCCCC=CCC=CCC=CCC=CCCCC(=O),CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
NC(N)=NCCCC(N)C(=O),NC(N)=NCCCC(N)C(=O)O
NC(N)=NCNCCC(N)C(=O)2,NC(N)=NCCCC(N)C(=O)O
NC(N)=NCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O
O=[As]([O-])([O-]),O=[As]([O-])([O-])O
O=[As]([O-]Cl)([O-]PO,O=[As]([O-])([O-])O
O=[As]P([O-])([O-])O,O=[As]([O-])([O-])O
