corrupted,correct
C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)C)C1O)C(=O)O,C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
C=C(OC1CC(C(=O)O)=CC(CNP(=O)(O)O)C1O)O(=O)=,C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
O=C(O)C(=O)C[PH](=O),O=C(O)C(=O)C[PH](=O)O
O=C(N)C(=O)C[PH](=O)O,O=C(O)C(=O)C[PH](=O)O
OS=C(O)(=O)C[PH](=O)O,O=C(O)C(=O)C[PH](=O)O
CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(S)ncnc32)C(O)C1OP(=O)(O)O,CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(CClCOP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(Nncnc32)C(O)C1OP(=O)(O)O,CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O),CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
C[N+](C)(C)CC(O)CC(=O),C[N+](C)(C)CC(O)CC(=O)O
C[N+](C)(C)CC(O)CC(=O),C[N+](C)(C)CC(O)CC(=O)O
C[N+](C)(C)CC(O)CC(=O),C[N+](C)(C)CC(O)CC(=O)O
Nc1c(O)cccc1CCl(=O)O,Nc1c(O)cccc1C(=O)O
Nc1c(O)cccc1(=O)O,Nc1c(O)cccc1C(=O)O
Nc1c(O)Ncccc1C(O)O,Nc1c(O)cccc1C(=O)O
CC(CO)C(=O),CC(CO)C(=O)O
CC(CO)C(=O),CC(CO)C(=O)O
C(CO)C(O=O)O,CC(CO)C(=O)O
CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnP32)C(O)C1OP(=O)(O)O,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(CO)C(=O)SCCNC(O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1P(=O)(O)O,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
Nc1c(O)cccc1C(=O)CC(N)C(=O),Nc1c(O)cccc1C(=O)CC(N)C(=O)O
Nc1c(O2cccc1C(==Cl()CCN)C(OO)O,Nc1c(O)cccc1C(=O)CC(N)C(=O)O
Nc1c(O)cccc1PC(=O)CC(N)C(=O)O,Nc1c(O)cccc1C(=O)CC(N)C(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=)ncnc32)C(O)C1OP(=O((O)O)C(O)C(=O)NCCC(=O)NCCSC)=O)CC(O)CCC(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC(=O),CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC(=O)O
O=C(O)Cc1cccc(O)c1,O=C(O)CCc1cccc(O)c1
O=C(O)CCcccccc(O)11,O=C(O)CCc1cccc(O)c1
O=C(O)CCc1cccc(O)c,O=C(O)CCc1cccc(O)c1
C(CC1=O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc,C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc,C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
O=C(OC)CCC(=O)CC(=O)O,O=C(O)CCC(=O)CC(=O)O
O=C(O)CCC(=O)CC(=O),O=C(O)CCC(=O)CC(=O)O
O=C(O)CCC(=O)CC(Cl=O)O,O=C(O)CCC(=O)CC(=O)O
CC(C)(NCOP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O
CC(C)(COP(=O)(O)OP(=)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O
O=C(O)C(OCC(=O))(OHC(O)CO,O=C(O)C(O)C(=O)C(O)C(O)CO
O=COO)C(O)C(=()C(O)C(O)CO,O=C(O)C(O)C(=O)C(O)C(O)CO
O)C(O)C(O)C(=O)C(O=C(O)CO,O=C(O)C(O)C(=O)C(O)C(O)CO
CC(=O)CC(=O),CC(=O)CC(=O)O
CC(=O)CC(=O),CC(=O)CC(=O)O
CC(=O)CC=(O)O,CC(=O)CC(=O)O
O=1C(O)C)CO)OC(OC2C(CO)OC(O)C(ClO(C2O)C1O,O=C1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O
O=C1C(O)C(CO)OC(OC2=C(CO)OC(O)C(O)C2O)C1O,O=C1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O
O=C1C(OCC(CO)OC(OC2C()O)OC(O)C(O)C2O)C1O,O=C1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O
O=C(O)C=(O)CS,O=C(O)C(=O)CS
O=C(O)C(=O1CS,O=C(O)C(=O)CS
Br=C(O)C(=OC=S,O=C(O)C(=O)CS
CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O),CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)C=P(=O)(O)OP(=O)(O)OCC1OC(On2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O),CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O
O=Cc1cccc(O)c,O=Cc1cccc(O)c1
O=Cc1cccc(O)c,O=Cc1cccc(O)c1
=Cc1cccc(O)c1,O=Cc1cccc(O)c1
OCc1ccccPO)c1,OCc1cccc(O)c1
=Cc1cccc()c1,OCc1cccc(O)c1
1cOcccc(O)c1,OCc1cccc(O)c1
CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC14(C)C3CC(O)C12C,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C
CC(CCC(=OCSCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC)1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C
CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C
O=C1O)CC1=CCC(=O)O(,O=C(O)CC1=CCC(=O)O1
O=C(O)CC1=CCC(=O)O,O=C(O)CC1=CCC(=O)O1
O=CHO)CC1=CCC(=OO1,O=C(O)CC1=CCC(=O)O1
O=C(O)C(=O2)COP(=O)(O)O,O=C(O)C(=O)COP(=O)(O)O
O=C(O)C(=O)COP(=O)(OO,O=C(O)C(=O)COP(=O)(O)O
O=C(O)C(=O)COP(O=O)(O)O,O=C(O)C(=O)COP(=O)(O)O
NC(COP(=)(OC))O(=O)O,NC(COP(=O)(O)O)C(=O)O
NC(COP(=O)(O)O)C1(=O)O,NC(COP(=O)(O)O)C(=O)O
NC(COP(=O)(O)O)C(=O),NC(COP(=O)(O)O)C(=O)O
O=C(O)CCc1ccccc,O=C(O)CCc1ccccc1
O=C(O)CCc1ccccc,O=C(O)CCc1ccccc1
O=C(O)CCc1ccccc,O=C(O)CCc1ccccc1
O=C(O)Ccccccn11,O=C(O)Cc1cccnc1
O=CnO)Ccccc(cCl1,O=C(O)Cc1cccnc1
O=((O)Cccccnc1,O=C(O)Cc1cccnc1
)C(CS(=ONO)C(=O)O,NC(CS(=O)O)C(=O)O
NCO(CS(=O)O)C=(Cl)O,NC(CS(=O)O)C(=O)O
NC(CS(=O)O)C(=O),NC(CS(=O)O)C(=O)O
O=C(O)C(=O)CS(=O),O=C(O)C(=O)CS(=O)O
O=C(O)C(=O)CS(=O),O=C(O)C(=O)CS(=O)O
OC=(O)C(=O)CS(=O)O,O=C(O)C(=O)CS(=O)O
NC(=OONCCC(=O)O,NC(=O)NCCC(=O)O
NC(=O)NCCC(=O1)O,NC(=O)NCCC(=O)O
N(=O)NCCCC(=O)O,NC(=O)NCCC(=O)O
O=C([O-])C(=O)C(O)COP(=O)(O),O=C([O-])C(=O)C(O)COP(=O)(O)O
O=C([O-])C(=O)C(O)COP2(=O)(O)O,O=C([O-])C(=O)C(O)COP(=O)(O)O
O=C([O-])C(=O)C(O)COP(=O((O)O,O=C([O-])C(=O)C(O)COP(=O)(O)O
O=C(O)C(=O)C(O)COP=O)(O)O,O=C(O)C(=O)C(O)COP(=O)(O)O
O=C(O)C(=O)C(O)COP(=O)(O),O=C(O)C(=O)C(O)COP(=O)(O)O
O=C(O)C(=O)COO)COP(=O)(O)O,O=C(O)C(=O)C(O)COP(=O)(O)O
O=C(O)CCCc1cccnc,O=C(O)CCCc1cccnc1
O=C(O)CCCc1cccnc,O=C(O)CCCc1cccnc1
OCC(O)=CCc1cccnc1,O=C(O)CCCc1cccnc1
NC1COC(OP(=O)(O)O)C(O)C1,NC1COC(OP(=O)(O)O)C(O)C1O
NC1COC(OP(=O)(O)O)C(O)C1,NC1COC(OP(=O)(O)O)C(O)C1O
NC1COC(OP(=O)(O)O)C(O)CSBrO,NC1COC(OP(=O)(O)O)C(O)C1O
C=C(OC1C=C2C(=O)O)C=CC1N)C(=O)O,C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)O
C=C(OC1C=C(C(=O)O)C=CC1N)C(=O),C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)O
C=C(OC1C=C(C(=O)O)C=CC1N)C(=O),C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)O
Nc1n([nH]c1C(=SO)O,Nc1nc[nH]c1C(=O)O
Nc1Clnc[nH]c1C(=O)O,Nc1nc[nH]c1C(=O)O
Nc1nc[nH]c1C(=O),Nc1nc[nH]c1C(=O)O
NCCCC=H,NCCCC=O
NCCCC=,NCCCC=O
1NCCCC=,NCCCC=O
NCCC(=O))O,NCCCC(=O)O
NCCCC()O=O,NCCCC(=O)O
NCCCC(O)O,NCCCC(=O)O
O=C(O)C=C1C=CC(=O)O,O=C(O)C=C1C=CC(=O)O1
O=C(O)CPC1C=CC(=O)O1,O=C(O)C=C1C=CC(=O)O1
O=C(O)C=C1C=1C(=O)OC,O=C(O)C=C1C=CC(=O)O1
C(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(Cl)C1O,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
O=C(O)C=CC(=O)CC(=O)CC(=O),O=C(O)C=CC(=O)CC(=O)CC(=O)O
O=C(O)C=CC(=O)CC(=SO)CC(=O1O,O=C(O)C=CC(=O)CC(=O)CC(=O)O
O=C(O)C=CC(=O)CC(=O)CC(=O),O=C(O)C=CC(=O)CC(=O)CC(=O)O
NC(=O)CCCN=C(N),NC(=O)CCCN=C(N)N
NC(=O)CBrCCN=(N)N,NC(=O)CCCN=C(N)N
NC(=O)CC(N=CCN)N,NC(=O)CCCN=C(N)N
CC(O)CC(=O)C(=O),CC(O)CC(=O)C(=O)O
CC(O)CC(==O)C(=O)O,CC(O)CC(=O)C(=O)O
CC(OCC(=O)C(=O)O,CC(O)CC(=O)C(=O)O
OCNc1ccc(O)cc1,OCc1ccc(O)cc1
Oc1ccc(O)2c1,OCc1ccc(O)cc1
OCc1ccc(S)cc1,OCc1ccc(O)cc1
O=Ccc1Pcc(O)cc1,O=Cc1ccc(O)cc1
O=CPc1ccc(O)cc1,O=Cc1ccc(O)cc1
O=Cc1cCcc(O)cc1,O=Cc1ccc(O)cc1
O=C(O)Cc1ccc(O)cc,O=C(O)Cc1ccc(O)cc1
O=C(O)Cc1cc(O)cc1,O=C(O)Cc1ccc(O)cc1
O=C(O)Cc1ccc(O)cc,O=C(O)Cc1ccc(O)cc1
O=C(O)CCC1N=CNC1=,O=C(O)CCC1N=CNC1=O
O=C(O))CCC1N=CNC1=O,O=C(O)CCC1N=CNC1=O
O=C(O)CCC1N=CNC1=,O=C(O)CCC1N=CNC1=O
CC(C)CCC=,CC(C)CCC=O
CCC)CC=CO,CC(C)CCC=O
CC(C)=CCCO,CC(C)CCC=O
O=)(O)CC(O)(CC(=O)C(=OS)O)C(=O)O,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
O=C(O)CCO()(CC(=O)C(=O)O)C(=O)O,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
O=C(O)CC(O)(CC(=O)C(=O)O)C(=O),O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
CC(C)(COP(=O)(O)O)NC(O)C(=O)NCCC(=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
CC(C)(COP(=O)(O)O)C(OP)C(=O)NCCC(=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O),CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O
CC(C)(COP(1O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)ClC(=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)C(CS)C(=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C=O)O,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O
C[N+]()(C)CCCC=2O,C[N+](C)(C)CCCC=O
CP(C)(C)CCCC=O,C[N+](C)(C)CCCC=O
C[N+](C)(C)CCCC=,C[N+](C)(C)CCCC=O
C[N+](C)(C)C)CC(=O)O,C[N+](C)(C)CCCC(=O)O
C[N+](C)N(C)CCC(C=O)O,C[N+](C)(C)CCCC(=O)O
C[N+](C)(C)CCCC(=O),C[N+](C)(C)CCCC(=O)O
O=C(O)c1ccc(O)cOc1,O=C(O)c1ccc(O)cc1
O=C(O)c1ccc(O)cc,O=C(O)c1ccc(O)cc1
O=C(O)c1ccc(O)cc,O=C(O)c1ccc(O)cc1
Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NCCCCC(=O)O)C(=O)O)cc3)C=[N+]21,Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C=[N+]21
Nc1nc(=O)c2c([nH])NCC1CN(c3ccc(C)=O)NC(CCC(=O)O)C(=O)O)cc3)C=[N+]21,Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C=[N+]21
Nc1nc(=O)c2c([nH]1)NNCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C=[N+]21,Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C=[N+]21
NCC(=O)CCC(=O)2O,NCC(=O)CCC(=O)O
NCC(=O)CCC(=O),NCC(=O)CCC(=O)O
NCC(=O)CCC(=O),NCC(=O)CCC(=O)O
NCCCCC(=OO,NCCCCC(=O)O
NCCCCC(=O),NCCCCC(=O)O
NCCCPC(=O)O,NCCCCC(=O)O
CC(C)CCCC(C)C1CCC2C3C(O)CCCCC(O)CCC4(C)C3CC(O)C124,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(C)CCCS(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(OCCCC4(C)C3CC(O))12C,CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12,CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12,CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=)[nH]O(c3=O)C(O)C2O)C(O)C1O,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
(O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O
CC1OC(n2cnc3c(N)ncnc32)C(O)C1,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CC1OC(n2cncc(N)ncnc32)C(O)C1O,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CC1OC(n2cnc3c(N)ncnc32)C(O)C1,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
Nc1n(c(=O)c2c((1)NCC(CNc1ccc(C(=O)NC(CCC(=O)C)O(=O)O)cc1)N2C=O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
Nc1nc1=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
NC(Cc1c[nH]c2ccc(O)ccC)C(=O)O,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
NC(C2c1c[nH]c2ccc(O)cc12)C(=O)O,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
NC(c1c[nH]c2ccc(O)cc12N)C(=O)O,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
O=1C(O)C(=O)CC(O)C())C(=O)O,O=C(O)C(=O)CC(O)C(O)C(=O)O
O=C(O)C(=1O)CC(O)C(()C(=O)O,O=C(O)C(=O)CC(O)C(O)C(=O)O
O=C(O)C(=O)CC(O)C(O)C(=O),O=C(O)C(=O)CC(O)C(O)C(=O)O
CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CC(=O)O)C(=O)O)cc1,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CN1c2c([nH]c(N)nc2=O)NCC1CNc1=ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CN1cCc([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=,CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=O
CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=,CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=O
CNCc1cn(COC(CO)C(O)C2O)c([SeH])nc1=O,CNCc1cn(C2OC(CO)C(O)C2O)c([SeH])nc1=O
CNCc1cn(C2OC(CO)C(O)C2O)c(S2)nc1=O,CNCc1cn(C2OC(CO)C(O)C2O)c(S)nc1=O
CNC=c1cn(C2OC(CO)C(O)C2O)c(Snc1=O,CNCc1cn(C2OC(CO)C(O)C2O)c(S)nc1=O
CNCc1cn(2OC(CO)C(O)C2O(c(S)nc1=O,CNCc1cn(C2OC(CO)C(O)C2O)c(S)nc1=O
CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CSCC1OC(Brn2cnc3c(N)ncnc32)C(O)1O,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CSCC1OC(n2cnc3c(N))cnc32)C(OnC1O,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
